incoming,converted,n_incoming,n_converted,name,description,namespaces,query
GNAI1,2770,5629,1,GNAI1,G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GNAT3,346562,5630,1,GNAT3,G protein subunit alpha transducin 3 [Source:HGNC Symbol;Acc:HGNC:22800],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CD36,948,5631,1,CD36,CD36 molecule [Source:HGNC Symbol;Acc:HGNC:1663],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SEMA3C,10512,5632,1,SEMA3C,semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC105369146,None,5633,1,None,None,,query_1
LOC100128317,None,5634,1,None,None,,query_1
HGF,3082,5635,1,HGF,hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CACNA2D1,781,5636,1,CACNA2D1,calcium voltage-gated channel auxiliary subunit alpha2delta 1 [Source:HGNC Symbol;Acc:HGNC:1399],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PCLO,27445,5637,1,PCLO,piccolo presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:13406],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SEMA3E,9723,5638,1,SEMA3E,semaphorin 3E [Source:HGNC Symbol;Acc:HGNC:10727],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SEMA3A,10371,5639,1,SEMA3A,semaphorin 3A [Source:HGNC Symbol;Acc:HGNC:10723],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101927378,101927378,5640,1,AC003984.1,novel transcript,"ENTREZGENE,WIKIGENE",query_1
SEMA3D,223117,5641,1,SEMA3D,semaphorin 3D [Source:HGNC Symbol;Acc:HGNC:10726],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC00972,None,5642,1,None,None,,query_1
GRM3,2913,5643,1,GRM3,glutamate metabotropic receptor 3 [Source:HGNC Symbol;Acc:HGNC:4595],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KIAA1324L,222223,5644,1,KIAA1324L,KIAA1324 like [Source:HGNC Symbol;Acc:HGNC:21945],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101927420,None,5645,1,None,None,,query_1
DMTF1,9988,5646,1,DMTF1,cyclin D binding myb like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:14603],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TMEM243,79161,5647,1,TMEM243,transmembrane protein 243 [Source:HGNC Symbol;Acc:HGNC:21707],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TP53TG1,None,5648,1,None,None,,query_1
CROT,54677,5649,1,CROT,carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ABCB4,5244,5650,1,ABCB4,ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ABCB1,5243,5651,1,ABCB1,ATP binding cassette subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:40],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RUNDC3B,154661,5652,1,RUNDC3B,RUN domain containing 3B [Source:HGNC Symbol;Acc:HGNC:30286],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ADAM22,53616,5653,1,ADAM22,ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SRI,6717,5654,1,SRI,sorcin [Source:HGNC Symbol;Acc:HGNC:11292],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZNF804B,219578,5655,1,ZNF804B,zinc finger protein 804B [Source:HGNC Symbol;Acc:HGNC:21958],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
STEAP2-AS1,None,5656,1,None,None,,query_1
STEAP2,261729,5657,1,STEAP2,STEAP2 metalloreductase [Source:HGNC Symbol;Acc:HGNC:17885],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CFAP69,79846,5658,1,CFAP69,cilia and flagella associated protein 69 [Source:HGNC Symbol;Acc:HGNC:26107],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101927446,None,5659,1,None,None,,query_1
GTPBP10,85865,5660,1,GTPBP10,GTP binding protein 10 [Source:HGNC Symbol;Acc:HGNC:25106],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CDK14,5218,5661,1,CDK14,cyclin dependent kinase 14 [Source:HGNC Symbol;Acc:HGNC:8883],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AKAP9,10142,5662,1,AKAP9,A-kinase anchoring protein 9 [Source:HGNC Symbol;Acc:HGNC:379],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CYP51A1,1595,5663,1,CYP51A1,cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KRIT1,889,5664,1,KRIT1,KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573],"DBASS5,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TMBIM7P,None,5665,1,None,None,,query_1
PEX1,5189,5666,1,PEX1,peroxisomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8850],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CDK6,1021,5667,1,CDK6,cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
HEPACAM2,253012,5668,1,HEPACAM2,HEPACAM family member 2 [Source:HGNC Symbol;Acc:HGNC:27364],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
VPS50,55610,5669,1,VPS50,VPS50 subunit of EARP/GARPII complex [Source:HGNC Symbol;Acc:HGNC:25956],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CALCR,799,5670,1,CALCR,calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
BET1,10282,5671,1,BET1,Bet1 golgi vesicular membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:14562],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
COL1A2,1278,5672,1,COL1A2,collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198],"DBASS3,DBASS5,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CASD1,64921,5673,1,CASD1,CAS1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16014],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SGCE,8910,5674,1,SGCE,sarcoglycan epsilon [Source:HGNC Symbol;Acc:HGNC:10808],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PEG10,23089,5675,1,PEG10,paternally expressed 10 [Source:HGNC Symbol;Acc:HGNC:14005],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PPP1R9A,55607,5676,1,PPP1R9A,protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PON1,5444,5677,1,PON1,paraoxonase 1 [Source:HGNC Symbol;Acc:HGNC:9204],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PON3,5446,5678,1,PON3,paraoxonase 3 [Source:HGNC Symbol;Acc:HGNC:9206],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PON2,5445,5679,1,PON2,paraoxonase 2 [Source:HGNC Symbol;Acc:HGNC:9205],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ASB4,51666,5680,1,ASB4,ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PDK4,5166,5681,1,PDK4,pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DYNC1I1,1780,5682,1,DYNC1I1,dynein cytoplasmic 1 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2963],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC25A13,10165,5683,1,SLC25A13,solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SEM1,7979,5684,1,SEM1,SEM1 26S proteasome complex subunit [Source:HGNC Symbol;Acc:HGNC:10845],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DLX6-AS1,None,5685,1,None,None,,query_1
SDHAF3,57001,5686,1,SDHAF3,succinate dehydrogenase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:21752],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ASNS,440,5687,1,ASNS,asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OCM2,4951,5688,1,OCM2,oncomodulin 2 [Source:HGNC Symbol;Acc:HGNC:34396],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LMTK2,22853,5689,1,LMTK2,lemur tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:17880],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TECPR1,25851,5690,1,TECPR1,tectonin beta-propeller repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:22214],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
BAIAP2L1,55971,5691,1,BAIAP2L1,BAI1 associated protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NPTX2,4885,5692,1,NPTX2,neuronal pentraxin 2 [Source:HGNC Symbol;Acc:HGNC:7953],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TMEM130,222865,5693,1,TMEM130,transmembrane protein 130 [Source:HGNC Symbol;Acc:HGNC:25429],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TRRAP,8295,5694,1,TRRAP,transformation/transcription domain associated protein [Source:HGNC Symbol;Acc:HGNC:12347],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101927550,None,5695,1,None,None,,query_1
SMURF1,57154,5696,1,SMURF1,SMAD specific E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:16807],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KPNA7,402569,5697,1,KPNA7,karyopherin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:21839],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MYH16,None,5698,1,None,None,,query_1
ZKSCAN5,23660,5699,1,ZKSCAN5,zinc finger with KRAB and SCAN domains 5 [Source:HGNC Symbol;Acc:HGNC:12867],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CYP3A7-CYP3A51P,100861540,5700,1,CYP3A7-CYP3A51P,CYP3A7-CYP3A51P readthrough [Source:HGNC Symbol;Acc:HGNC:51504],"ENTREZGENE,HGNC,WIKIGENE",query_1
OR2AE1,81392,5701,1,OR2AE1,olfactory receptor family 2 subfamily AE member 1 [Source:HGNC Symbol;Acc:HGNC:15087],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZKSCAN1,7586,5702,1,ZKSCAN1,zinc finger with KRAB and SCAN domains 1 [Source:HGNC Symbol;Acc:HGNC:13101],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZSCAN21,7589,5703,1,ZSCAN21,zinc finger and SCAN domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13104],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZNF3,7551,5704,1,ZNF3,zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:13089],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AP4M1,9179,5705,1,AP4M1,adaptor related protein complex 4 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:574],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TAF6,6878,5706,1,TAF6,TATA-box binding protein associated factor 6 [Source:HGNC Symbol;Acc:HGNC:11540],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CNPY4,245812,5707,1,CNPY4,canopy FGF signaling regulator 4 [Source:HGNC Symbol;Acc:HGNC:28631],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
STAG3,10734,5708,1,STAG3,stromal antigen 3 [Source:HGNC Symbol;Acc:HGNC:11356],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SPDYE3,441272,5709,1,SPDYE3,speedy/RINGO cell cycle regulator family member E3 [Source:HGNC Symbol;Acc:HGNC:35462],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TFR2,7036,5710,1,TFR2,transferrin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11762],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ACTL6B,51412,5711,1,ACTL6B,actin like 6B [Source:HGNC Symbol;Acc:HGNC:160],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
EPO,2056,5712,1,EPO,erythropoietin [Source:HGNC Symbol;Acc:HGNC:3415],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZAN,7455,5713,1,ZAN,zonadhesin (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:12857],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC12A9-AS1,None,5714,1,None,None,,query_1
SLC12A9,56996,5715,1,SLC12A9,solute carrier family 12 member 9 [Source:HGNC Symbol;Acc:HGNC:17435],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TRIP6,7205,5716,1,TRIP6,thyroid hormone receptor interactor 6 [Source:HGNC Symbol;Acc:HGNC:12311],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SRRT,51593,5717,1,SRRT,"serrate, RNA effector molecule [Source:HGNC Symbol;Acc:HGNC:24101]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ACHE,43,5718,1,ACHE,acetylcholinesterase (Cartwright blood group) [Source:HGNC Symbol;Acc:HGNC:108],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MUC3A,4584,5719,1,MUC3A,"mucin 3A, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7513]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MUC12,10071,5720,1,MUC12,"mucin 12, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7510]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SERPINE1,5054,5721,1,SERPINE1,serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
IFT22,64792,5722,1,IFT22,intraflagellar transport 22 [Source:HGNC Symbol;Acc:HGNC:21895],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
COL26A1,136227,5723,1,COL26A1,collagen type XXVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18038],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01007,None,5724,1,None,None,,query_1
CUX1,1523,5725,1,CUX1,cut like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2557],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SH2B2,10603,5726,1,SH2B2,SH2B adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:17381],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC100630923,None,5727,1,None,None,,query_1
ORAI2,80228,5728,1,ORAI2,ORAI calcium release-activated calcium modulator 2 [Source:HGNC Symbol;Acc:HGNC:21667],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ALKBH4,54784,5729,1,ALKBH4,"alkB homolog 4, lysine demethylase [Source:HGNC Symbol;Acc:HGNC:21900]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LRWD1,222229,5730,1,LRWD1,leucine rich repeats and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21769],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RASA4DP,None,5731,1,None,None,,query_1
FAM185A,222234,5732,1,FAM185A,family with sequence similarity 185 member A [Source:HGNC Symbol;Acc:HGNC:22412],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FBXL13,222235,5733,1,FBXL13,F-box and leucine rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ARMC10,83787,5734,1,ARMC10,armadillo repeat containing 10 [Source:HGNC Symbol;Acc:HGNC:21706],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NAPEPLD,222236,5735,1,NAPEPLD,N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DPY19L2P2,None,5736,1,None,None,,query_1
DNAJC2,27000,5737,1,DNAJC2,DnaJ heat shock protein family (Hsp40) member C2 [Source:HGNC Symbol;Acc:HGNC:13192],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PSMC2,5701,5738,1,PSMC2,"proteasome 26S subunit, ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9548]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC26A5,375611,5739,1,SLC26A5,solute carrier family 26 member 5 [Source:HGNC Symbol;Acc:HGNC:9359],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101927870,None,5740,1,None,None,,query_1
RELN,5649,5741,1,RELN,reelin [Source:HGNC Symbol;Acc:HGNC:9957],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ORC5,5001,5742,1,ORC5,origin recognition complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:8491],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LHFPL3,375612,5743,1,LHFPL3,LHFPL tetraspan subfamily member 3 [Source:HGNC Symbol;Acc:HGNC:6589],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LHFPL3-AS1,None,5744,1,None,None,,query_1
KMT2E,55904,5745,1,KMT2E,lysine methyltransferase 2E [Source:HGNC Symbol;Acc:HGNC:18541],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SRPK2,6733,5746,1,SRPK2,SRSF protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:11306],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PUS7,54517,5747,1,PUS7,pseudouridine synthase 7 [Source:HGNC Symbol;Acc:HGNC:26033],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RINT1,60561,5748,1,RINT1,RAD50 interactor 1 [Source:HGNC Symbol;Acc:HGNC:21876],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
EFCAB10,100130771,5749,1,EFCAB10,EF-hand calcium binding domain 10 [Source:HGNC Symbol;Acc:HGNC:34531],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ATXN7L1,222255,5750,1,ATXN7L1,ataxin 7 like 1 [Source:HGNC Symbol;Acc:HGNC:22210],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CDHR3,222256,5751,1,CDHR3,cadherin related family member 3 [Source:HGNC Symbol;Acc:HGNC:26308],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SYPL1,6856,5752,1,SYPL1,synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NAMPT,10135,5753,1,NAMPT,nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30092],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PIK3CG,5294,5754,1,PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:8978]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PRKAR2B,5577,5755,1,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
HBP1,26959,5756,1,HBP1,HMG-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:23200],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
COG5,10466,5757,1,COG5,component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:HGNC:14857],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC26A4,5172,5758,1,SLC26A4,solute carrier family 26 member 4 [Source:HGNC Symbol;Acc:HGNC:8818],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CBLL1,79872,5759,1,CBLL1,Cbl proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:21225],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC26A3,1811,5760,1,SLC26A3,solute carrier family 26 member 3 [Source:HGNC Symbol;Acc:HGNC:3018],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DLD,1738,5761,1,DLD,dihydrolipoamide dehydrogenase [Source:HGNC Symbol;Acc:HGNC:2898],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LAMB1,3912,5762,1,LAMB1,laminin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6486],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LAMB4,22798,5763,1,LAMB4,laminin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6491],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NRCAM,4897,5764,1,NRCAM,neuronal cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:7994],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PNPLA8,50640,5765,1,PNPLA8,patatin like phospholipase domain containing 8 [Source:HGNC Symbol;Acc:HGNC:28900],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
C7orf66,154907,5766,1,C7orf66,chromosome 7 open reading frame 66 [Source:HGNC Symbol;Acc:HGNC:33712],"ENTREZGENE,HGNC,WIKIGENE",query_1
IMMP2L,83943,5767,1,IMMP2L,inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DOCK4,9732,5768,1,DOCK4,dedicator of cytokinesis 4 [Source:HGNC Symbol;Acc:HGNC:19192],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZNF277,11179,5769,1,ZNF277,zinc finger protein 277 [Source:HGNC Symbol;Acc:HGNC:13070],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
IFRD1,3475,5770,1,IFRD1,interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101928012,None,5771,1,None,None,,query_1
BMT2,154743,5772,1,BMT2,base methyltransferase of 25S rRNA 2 homolog [Source:HGNC Symbol;Acc:HGNC:26475],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GPR85,54329,5773,1,GPR85,G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:HGNC:4536],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PPP1R3A,5506,5774,1,PPP1R3A,protein phosphatase 1 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:9291],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FOXP2,93986,5775,1,FOXP2,forkhead box P2 [Source:HGNC Symbol;Acc:HGNC:13875],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MDFIC,29969,5776,1,MDFIC,MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:HGNC:28870],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01393,None,5777,1,None,None,,query_1
LINC01392,None,5778,1,None,None,,query_1
TFEC,22797,5779,1,TFEC,transcription factor EC [Source:HGNC Symbol;Acc:HGNC:11754],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TES,26136,5780,1,TES,testin LIM domain protein [Source:HGNC Symbol;Acc:HGNC:14620],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC102724434,102724434,5781,1,AC073130.1,uncharacterized LOC102724434 [Source:NCBI gene;Acc:102724434],"ENTREZGENE,WIKIGENE",query_1
CAV1,857,5782,1,CAV1,caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01510,None,5783,1,None,None,,query_1
MET,4233,5784,1,MET,"MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ST7,7982,5785,1,ST7,suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ST7-OT3,None,5786,1,None,None,,query_1
WNT2,7472,5787,1,WNT2,Wnt family member 2 [Source:HGNC Symbol;Acc:HGNC:12780],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ASZ1,136991,5788,1,ASZ1,"ankyrin repeat, SAM and basic leucine zipper domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1350]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CFTR,1080,5789,1,CFTR,CF transmembrane conductance regulator [Source:HGNC Symbol;Acc:HGNC:1884],"DBASS3,DBASS5,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CTTNBP2,83992,5790,1,CTTNBP2,cortactin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15679],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LSM8,51691,5791,1,LSM8,"LSM8 homolog, U6 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:20471]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
