incoming,converted,n_incoming,n_converted,name,description,namespaces,query
CSTF3-AS1,None,12642,1,None,None,,query_1
HIPK3,10114,12643,1,HIPK3,homeodomain interacting protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:4915],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KIAA1549L,25758,12644,1,KIAA1549L,KIAA1549 like [Source:HGNC Symbol;Acc:HGNC:24836],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
C11orf91,100131378,12645,1,C11orf91,chromosome 11 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:34444],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CD59,966,12646,1,CD59,CD59 molecule (CD59 blood group) [Source:HGNC Symbol;Acc:HGNC:1689],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FBXO3,26273,12647,1,FBXO3,F-box protein 3 [Source:HGNC Symbol;Acc:HGNC:13582],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FBXO3-AS1,None,12648,1,None,None,,query_1
LMO2,4005,12649,1,LMO2,LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CAPRIN1,4076,12650,1,CAPRIN1,cell cycle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6743],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NAT10,55226,12651,1,NAT10,N-acetyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:29830],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ABTB2,25841,12652,1,ABTB2,ankyrin repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23842],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CAT,847,12653,1,CAT,catalase [Source:HGNC Symbol;Acc:HGNC:1516],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ELF5,2001,12654,1,ELF5,E74 like ETS transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3320],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
EHF,26298,12655,1,EHF,ETS homologous factor [Source:HGNC Symbol;Acc:HGNC:3246],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
APIP,51074,12656,1,APIP,APAF1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17581],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PDHX,8050,12657,1,PDHX,pyruvate dehydrogenase complex component X [Source:HGNC Symbol;Acc:HGNC:21350],"DBASS5,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MIR1343,None,12658,1,None,None,,query_1
LOC100507144,100507144,12659,1,AL356215.1,novel transcript,"ENTREZGENE,WIKIGENE",query_1
CD44,960,12660,1,CD44,CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC1A2,6506,12661,1,SLC1A2,solute carrier family 1 member 2 [Source:HGNC Symbol;Acc:HGNC:10940],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PAMR1,25891,12662,1,PAMR1,peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TRIM44,54765,12663,1,TRIM44,tripartite motif containing 44 [Source:HGNC Symbol;Acc:HGNC:19016],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LDLRAD3,143458,12664,1,LDLRAD3,low density lipoprotein receptor class A domain containing 3 [Source:HGNC Symbol;Acc:HGNC:27046],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101928510,None,12665,1,None,None,,query_1
COMMD9,29099,12666,1,COMMD9,COMM domain containing 9 [Source:HGNC Symbol;Acc:HGNC:25014],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PRR5L,79899,12667,1,PRR5L,proline rich 5 like [Source:HGNC Symbol;Acc:HGNC:25878],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TRAF6,7189,12668,1,TRAF6,TNF receptor associated factor 6 [Source:HGNC Symbol;Acc:HGNC:12036],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RAG1,5896,12669,1,RAG1,recombination activating 1 [Source:HGNC Symbol;Acc:HGNC:9831],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RAG2,5897,12670,1,RAG2,recombination activating 2 [Source:HGNC Symbol;Acc:HGNC:9832],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
C11orf74,119710,12671,1,C11orf74,chromosome 11 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:25142],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC105376633,None,12672,1,None,None,,query_1
LOC103312105,None,12673,1,None,None,,query_1
LINC01493,None,12674,1,None,None,,query_1
LRRC4C,57689,12675,1,LRRC4C,leucine rich repeat containing 4C [Source:HGNC Symbol;Acc:HGNC:29317],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01499,None,12676,1,None,None,,query_1
LOC101928591,None,12677,1,None,None,,query_1
LOC100507205,None,12678,1,None,None,,query_1
HNRNPKP3,None,12679,1,None,None,,query_1
API5,8539,12680,1,API5,apoptosis inhibitor 5 [Source:HGNC Symbol;Acc:HGNC:594],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TTC17,55761,12681,1,TTC17,tetratricopeptide repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:25596],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MIR670HG,None,12682,1,None,None,,query_1
MIR129-2,406918,12683,1,MIR129-2,microRNA 129-2 [Source:HGNC Symbol;Acc:HGNC:31513],"ENTREZGENE,HGNC,WIKIGENE",query_1
HSD17B12,51144,12684,1,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:18646],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ALKBH3,221120,12685,1,ALKBH3,"alkB homolog 3, alpha-ketoglutaratedependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:30141]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SEC14L1P1,None,12686,1,None,None,,query_1
ALKBH3-AS1,None,12687,1,None,None,,query_1
C11orf96,387763,12688,1,C11orf96,chromosome 11 open reading frame 96 [Source:HGNC Symbol;Acc:HGNC:38675],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ACCSL,390110,12689,1,ACCSL,1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like [Source:HGNC Symbol;Acc:HGNC:34391],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ACCS,84680,12690,1,ACCS,1-aminocyclopropane-1-carboxylate synthase homolog (inactive) [Source:HGNC Symbol;Acc:HGNC:23989],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
EXT2,2132,12691,1,EXT2,exostosin glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3513],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ALX4,60529,12692,1,ALX4,ALX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:450],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CD82,3732,12693,1,CD82,CD82 molecule [Source:HGNC Symbol;Acc:HGNC:6210],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TSPAN18,90139,12694,1,TSPAN18,tetraspanin 18 [Source:HGNC Symbol;Acc:HGNC:20660],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TP53I11,9537,12695,1,TP53I11,tumor protein p53 inducible protein 11 [Source:HGNC Symbol;Acc:HGNC:16842],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC221122,None,12696,1,None,None,,query_1
PRDM11,56981,12697,1,PRDM11,PR/SET domain 11 [Source:HGNC Symbol;Acc:HGNC:13996],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SYT13,57586,12698,1,SYT13,synaptotagmin 13 [Source:HGNC Symbol;Acc:HGNC:14962],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101928812,None,12699,1,None,None,,query_1
LOC399886,None,12700,1,None,None,,query_1
CHST1,8534,12701,1,CHST1,carbohydrate sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1969],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MIR7154,None,12702,1,None,None,,query_1
LOC100507384,None,12703,1,None,None,,query_1
DKFZp779M0652,None,12704,1,None,None,,query_1
SLC35C1,55343,12705,1,SLC35C1,solute carrier family 35 member C1 [Source:HGNC Symbol;Acc:HGNC:20197],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CRY2,1408,12706,1,CRY2,cryptochrome circadian regulator 2 [Source:HGNC Symbol;Acc:HGNC:2385],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MAPK8IP1,9479,12707,1,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6882],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PEX16,9409,12708,1,PEX16,peroxisomal biogenesis factor 16 [Source:HGNC Symbol;Acc:HGNC:8857],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LARGE2,120071,12709,1,LARGE2,LARGE xylosyl- and glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16522],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PHF21A,51317,12710,1,PHF21A,PHD finger protein 21A [Source:HGNC Symbol;Acc:HGNC:24156],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101928894,None,12711,1,None,None,,query_1
CREB3L1,90993,12712,1,CREB3L1,cAMP responsive element binding protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:18856],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DGKZ,8525,12713,1,DGKZ,diacylglycerol kinase zeta [Source:HGNC Symbol;Acc:HGNC:2857],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MDK,4192,12714,1,MDK,midkine [Source:HGNC Symbol;Acc:HGNC:6972],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AMBRA1,55626,12715,1,AMBRA1,autophagy and beclin 1 regulator 1 [Source:HGNC Symbol;Acc:HGNC:25990],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
HARBI1,283254,12716,1,HARBI1,harbinger transposase derived 1 [Source:HGNC Symbol;Acc:HGNC:26522],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ATG13,9776,12717,1,ATG13,autophagy related 13 [Source:HGNC Symbol;Acc:HGNC:29091],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ARHGAP1,392,12718,1,ARHGAP1,Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:673],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZNF408,79797,12719,1,ZNF408,zinc finger protein 408 [Source:HGNC Symbol;Acc:HGNC:20041],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
F2,2147,12720,1,F2,"coagulation factor II, thrombin [Source:HGNC Symbol;Acc:HGNC:3535]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CKAP5,9793,12721,1,CKAP5,cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LRP4-AS1,None,12722,1,None,None,,query_1
LRP4,4038,12723,1,LRP4,LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
C11orf49,79096,12724,1,C11orf49,chromosome 11 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28720],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ARFGAP2,84364,12725,1,ARFGAP2,ADP ribosylation factor GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:13504],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PACSIN3,29763,12726,1,PACSIN3,protein kinase C and casein kinase substrate in neurons 3 [Source:HGNC Symbol;Acc:HGNC:8572],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DDB2,1643,12727,1,DDB2,damage specific DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2718],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ACP2,53,12728,1,ACP2,"acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NR1H3,10062,12729,1,NR1H3,nuclear receptor subfamily 1 group H member 3 [Source:HGNC Symbol;Acc:HGNC:7966],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MADD,8567,12730,1,MADD,MAP kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101928943,None,12731,1,None,None,,query_1
MYBPC3,4607,12732,1,MYBPC3,"myosin binding protein C, cardiac [Source:HGNC Symbol;Acc:HGNC:7551]","DBASS3,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SPI1,6688,12733,1,SPI1,Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MIR4487,None,12734,1,None,None,,query_1
SLC39A13,91252,12735,1,SLC39A13,solute carrier family 39 member 13 [Source:HGNC Symbol;Acc:HGNC:20859],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PSMC3,5702,12736,1,PSMC3,"proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RAPSN,5913,12737,1,RAPSN,receptor associated protein of the synapse [Source:HGNC Symbol;Acc:HGNC:9863],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CELF1,10658,12738,1,CELF1,CUGBP Elav-like family member 1 [Source:HGNC Symbol;Acc:HGNC:2549],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PTPMT1,114971,12739,1,PTPMT1,protein tyrosine phosphatase mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:26965],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KBTBD4,55709,12740,1,KBTBD4,kelch repeat and BTB domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23761],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NDUFS3,4722,12741,1,NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3 [Source:HGNC Symbol;Acc:HGNC:7710],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FAM180B,399888,12742,1,FAM180B,family with sequence similarity 180 member B [Source:HGNC Symbol;Acc:HGNC:34451],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
C1QTNF4,114900,12743,1,C1QTNF4,C1q and TNF related 4 [Source:HGNC Symbol;Acc:HGNC:14346],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MTCH2,23788,12744,1,MTCH2,mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AGBL2,79841,12745,1,AGBL2,ATP/GTP binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:26296],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FNBP4,23360,12746,1,FNBP4,formin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19752],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NUP160,23279,12747,1,NUP160,nucleoporin 160 [Source:HGNC Symbol;Acc:HGNC:18017],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PTPRJ,5795,12748,1,PTPRJ,protein tyrosine phosphatase receptor type J [Source:HGNC Symbol;Acc:HGNC:9673],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR4B1,119765,12749,1,OR4B1,olfactory receptor family 4 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:8290],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR4X2,119764,12750,1,OR4X2,olfactory receptor family 4 subfamily X member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15184],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR4X1,390113,12751,1,OR4X1,olfactory receptor family 4 subfamily X member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14854],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR4C3,256144,12752,1,OR4C3,olfactory receptor family 4 subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:14697],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR4C5,79346,12753,1,OR4C5,olfactory receptor family 4 subfamily C member 5 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14702],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR4A47,403253,12754,1,OR4A47,olfactory receptor family 4 subfamily A member 47 [Source:HGNC Symbol;Acc:HGNC:31266],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TRIM49B,283116,12755,1,TRIM49B,tripartite motif containing 49B [Source:HGNC Symbol;Acc:HGNC:42955],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TRIM64C,646754,12756,1,TRIM64C,tripartite motif containing 64C [Source:HGNC Symbol;Acc:HGNC:37148],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FOLH1,2346,12757,1,FOLH1,folate hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3788],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC440040,None,12758,1,None,None,,query_1
OR4C13,283092,12759,1,OR4C13,olfactory receptor family 4 subfamily C member 13 [Source:HGNC Symbol;Acc:HGNC:15169],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR4C12,283093,12760,1,OR4C12,olfactory receptor family 4 subfamily C member 12 [Source:HGNC Symbol;Acc:HGNC:15168],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR4C45,403257,12761,1,OR4C45,olfactory receptor family 4 subfamily C member 45 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:31270],"ENTREZGENE,HGNC,WIKIGENE",query_1
LOC441601,None,12762,1,None,None,,query_1
LOC646813,None,12763,1,None,None,,query_1
OR4C46,119749,12764,1,OR4C46,olfactory receptor family 4 subfamily C member 46 [Source:HGNC Symbol;Acc:HGNC:31271],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR4A5,81318,12765,1,OR4A5,olfactory receptor family 4 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:15162],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TRIM48,79097,12766,1,TRIM48,tripartite motif containing 48 [Source:HGNC Symbol;Acc:HGNC:19021],"ENTREZGENE,HGNC,WIKIGENE",query_1
TRIM51HP,None,12767,1,None,None,,query_1
OR4A16,81327,12768,1,OR4A16,olfactory receptor family 4 subfamily A member 16 [Source:HGNC Symbol;Acc:HGNC:15153],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR4C15,81309,12769,1,OR4C15,olfactory receptor family 4 subfamily C member 15 [Source:HGNC Symbol;Acc:HGNC:15171],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR4C16,219428,12770,1,OR4C16,olfactory receptor family 4 subfamily C member 16 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15172],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR4C11,219429,12771,1,OR4C11,olfactory receptor family 4 subfamily C member 11 [Source:HGNC Symbol;Acc:HGNC:15167],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR4P4,81300,12772,1,OR4P4,olfactory receptor family 4 subfamily P member 4 [Source:HGNC Symbol;Acc:HGNC:15180],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR4C6,219432,12773,1,OR4C6,olfactory receptor family 4 subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:14743],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5D13,390142,12774,1,OR5D13,olfactory receptor family 5 subfamily D member 13 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15280],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5D14,219436,12775,1,OR5D14,olfactory receptor family 5 subfamily D member 14 [Source:HGNC Symbol;Acc:HGNC:15281],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5L1,219437,12776,1,OR5L1,olfactory receptor family 5 subfamily L member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8350],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5D18,219438,12777,1,OR5D18,olfactory receptor family 5 subfamily D member 18 [Source:HGNC Symbol;Acc:HGNC:15285],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5L2,26338,12778,1,OR5L2,olfactory receptor family 5 subfamily L member 2 [Source:HGNC Symbol;Acc:HGNC:8351],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5D16,390144,12779,1,OR5D16,olfactory receptor family 5 subfamily D member 16 [Source:HGNC Symbol;Acc:HGNC:15283],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TRIM51,84767,12780,1,TRIM51,tripartite motif-containing 51 [Source:HGNC Symbol;Acc:HGNC:19023],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5W2,390148,12781,1,OR5W2,olfactory receptor family 5 subfamily W member 2 [Source:HGNC Symbol;Acc:HGNC:15299],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5I1,10798,12782,1,OR5I1,olfactory receptor family 5 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:8347],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR10AG1,282770,12783,1,OR10AG1,olfactory receptor family 10 subfamily AG member 1 [Source:HGNC Symbol;Acc:HGNC:19607],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR7E5P,None,12784,1,None,None,,query_1
OR5F1,338674,12785,1,OR5F1,olfactory receptor family 5 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:8343],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5AS1,219447,12786,1,OR5AS1,olfactory receptor family 5 subfamily AS member 1 [Source:HGNC Symbol;Acc:HGNC:15261],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR8I2,120586,12787,1,OR8I2,olfactory receptor family 8 subfamily I member 2 [Source:HGNC Symbol;Acc:HGNC:15310],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR8H2,390151,12788,1,OR8H2,olfactory receptor family 8 subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:15308],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR8H3,390152,12789,1,OR8H3,olfactory receptor family 8 subfamily H member 3 [Source:HGNC Symbol;Acc:HGNC:15309],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR8J3,81168,12790,1,OR8J3,olfactory receptor family 8 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:15312],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5T2,219464,12791,1,OR5T2,olfactory receptor family 5 subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:15296],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5T3,390154,12792,1,OR5T3,olfactory receptor family 5 subfamily T member 3 [Source:HGNC Symbol;Acc:HGNC:15297],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5T1,390155,12793,1,OR5T1,olfactory receptor family 5 subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:14821],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR8H1,219469,12794,1,OR8H1,olfactory receptor family 8 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:14824],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR8K3,219473,12795,1,OR8K3,olfactory receptor family 8 subfamily K member 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15313],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR8K1,390157,12796,1,OR8K1,olfactory receptor family 8 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14831],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR8J1,219477,12797,1,OR8J1,olfactory receptor family 8 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:14855],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5AL1,79482,12798,1,OR5AL1,olfactory receptor family 5 subfamily AL member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14844],"ENTREZGENE,HGNC,WIKIGENE",query_1
OR5R1,219479,12799,1,OR5R1,olfactory receptor family 5 subfamily R member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14841],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5M8,219484,12800,1,OR5M8,olfactory receptor family 5 subfamily M member 8 [Source:HGNC Symbol;Acc:HGNC:14846],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5M11,219487,12801,1,OR5M11,olfactory receptor family 5 subfamily M member 11 [Source:HGNC Symbol;Acc:HGNC:15291],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5M10,390167,12802,1,OR5M10,olfactory receptor family 5 subfamily M member 10 [Source:HGNC Symbol;Acc:HGNC:15290],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5M1,390168,12803,1,OR5M1,olfactory receptor family 5 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:8352],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR5AR1,219493,12804,1,OR5AR1,olfactory receptor family 5 subfamily AR member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15260],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
OR9G4,283189,12805,1,OR9G4,olfactory receptor family 9 subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:15322],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MIR6128,None,12806,1,None,None,,query_1
